trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,distance_km,dep_dt,arr_dt,expected_transit_hours,delay_hours,is_delayed,mandi_name,district,state
TRP007903,MANDI001,WH-Central,21-Jul-2026 04:33:12,21-Jul-2026 16:57:12,12.4,642.7 KM,,RJ 16 BC 2390,DRV713,250.0,2026-07-21 04:33:12,2026-07-21 16:57:12,6.6,5.8,True,Hyderabad Mandi,Ludhiana,Punjab
TRP001779,MANDI018,WH-West,09/07/2026 22:14,10/07/2026 07:20,9.1,446.7,km,RJ 56 DF 8897,DRV648,446.7,2026-09-07 22:14:00,2026-10-07 07:20:00,10.9,0.0,False,Jaunpur Mandi,Moga,Punjab
TRP008319,MANDI047,WH-South,2026-06-26 18:38:42,2026-06-26 23:20:42,4.7,267.7,km,HR90 CD 5658,DRV961,267.7,2026-06-26 18:38:42,2026-06-26 23:20:42,6.9,0.0,False,Orai Market,Muzaffarnagar,Uttar Pradesh
TRP002635,MANDI049,Export-Terminal,2026-08-08T14:18:41,,16.0,593.0986195,miles,DL 35 BC 1836,DRV428,954.5,2026-08-08 14:18:41,,22.2,0.0,False,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
TRP007545,MANDI037,WH-North,2026-07-27T17:05:37,28-Jul-2026 08:47:37,15.7,918.9 KM,,PB 71 DF 4050,DRV279,250.0,2026-07-27 17:05:37,2026-07-28 08:47:37,6.6,9.1,True,Jorhat Grain Market,Kurukshetra,Haryana
TRP007605,MANDI031,WH-East,2026-04-24T10:31:15,2026-04-25 05:25:15,18.9,938.1 KM,,RJ49 CD 6541,DRV679,250.0,2026-04-24 10:31:15,2026-04-25 05:25:15,6.6,12.3,True,Nangloi Jat Mandi,Sirsa,Haryana
TRP003490,MANDI054,WH-East,2026-05-12 21:49:43,,8.4,291.5472732,miles,HR 34 BC 4978,DRV771,469.2,2026-05-12 21:49:43,,11.4,0.0,False,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
TRP001038,MANDI055,WH-South,27-Jan-2026 09:15:52,2026-01-28 03:21:52,18.1,661.4494295,miles,PB 69 CD 7419,DRV741,1064.5,2026-01-27 09:15:52,2026-01-28 03:21:52,24.7,0.0,False,Chandigarh APMC,Bareilly,Uttar Pradesh
TRP008521,MANDI049,WH-East,03-20-2026 12:18 AM,,3.3,143.0,km,HR 61 BC 9202,DRV829,143.0,2026-03-20 00:18:00,,4.2,0.0,False,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
TRP002650,MANDI012,WH-East,2026-08-08 09:18:28,2026-08-08 15:00:28,5.7,250.3,km,HR 41 AB 1420,DRV879,250.3,2026-08-08 09:18:28,2026-08-08 15:00:28,6.6,0.0,False,Gaya Grain Market,Patiala,Punjab
TRP002980,MANDI047,WH-Central,29/04/2026 04:01,2026-04-29 12:01:47,8.0,457.8,km,DL 36 CD 8345,DRV165,457.8,2026-04-29 04:01:00,2026-04-29 12:01:47,11.2,0.0,False,Orai Market,Muzaffarnagar,Uttar Pradesh
TRP002548,MANDI056,WH-West,2026-05-19T13:49:04,2026-05-20 04:25:04,14.6,854.0,km,RJ 33 DF 5415,DRV719,854.0,2026-05-19 13:49:04,2026-05-20 04:25:04,20.0,0.0,False,Bilaspur Mandi,Bareilly,Uttar Pradesh
TRP005133,MANDI038,Export-Terminal,06-20-2026 01:43 PM,20/06/2026,8.0,246.9328354,miles,HR 79 BC 6348,,397.4,2026-06-20 13:43:00,2026-06-20 00:00:00,9.8,0.0,False,Jalandhar Mandi,Kurukshetra,Haryana
TRP002160,MANDI042,WH-West,25/07/2026,26-Jul-2026 08:46:39,18.8,923.9,km,HR52 CD 7181,DRV148,923.9,2026-07-25 00:00:00,2026-07-26 08:46:39,21.5,0.0,False,Erode Mandi,Fatehabad,Haryana
TRP006446,MANDI013,WH-East,2026-09-02 19:53:56,2026-09-03T10:29:56,14.6,858.1,km,HR 78 DF 7485,DRV571,858.1,2026-09-02 19:53:56,2026-09-03 10:29:56,20.1,0.0,False,Aurangabad Market,Patiala,Punjab
TRP003968,MANDI042,WH-West,22-Mar-2026 09:58:33,22/03/2026 22:52,12.9,470.3157099,miles,HR 59 CD 3940,DRV992,756.9,2026-03-22 09:58:33,2026-03-22 22:52:00,17.8,0.0,False,Erode Mandi,Fatehabad,Haryana
TRP001429,MANDI014,Export-Terminal,04-10-2026 10:35 PM,11/04/2026,4.3,188.6,km,,,188.6,2026-04-10 22:35:00,2026-11-04 00:00:00,5.2,0.0,False,Bathinda Grain Market,Patiala,Punjab
TRP008757,MANDI021,WH-Central,2026-04-10T00:58:17,2026-04-10T23:58:17,23.0,1208.3,km,HR76 BC 6357,DRV590,1208.3,2026-04-10 00:58:17,2026-04-10 23:58:17,27.9,0.0,False,Guna Mandi,Ferozepur,Punjab
TRP002521,MANDI026,WH-Central,2026-04-18 21:57:04,,8.6,360.9,km,,DRV483,360.9,2026-04-18 21:57:04,,9.0,0.0,False,Tadipatri Mandi,Hisar,Haryana
TRP008034,MANDI039,WH-Central,03-17-2026 03:47 PM,2026-03-17 21:59:31,6.2,290.3,km,DL 42 BC 6469,DRV180,290.3,2026-03-17 15:47:00,2026-03-17 21:59:31,7.5,0.0,False,Anand Grain Market,Kurukshetra,Haryana
TRP008980,MANDI031,WH-North,17/04/2026 02:01,04-17-2026 04:55 PM,14.9,645.7,km,,DRV983,645.7,2026-04-17 02:01:00,2026-04-17 16:55:00,15.3,0.0,False,Nangloi Jat Mandi,Sirsa,Haryana
TRP002361,MANDI045,WH-North,2026-04-18T22:33:15,04-19-2026 03:03 AM,4.5,120.67024819999999,miles,PB 18 AB 8135,,194.2,2026-04-18 22:33:15,2026-04-19 03:03:00,5.3,0.0,False,Farrukhabad Mandi,Meerut,Uttar Pradesh
TRP000449,MANDI052,WH-Central,2026-08-04 05:39:33,05/08/2026,21.5,873.8,km,DL36 CD 8850,DRV104,873.8,2026-08-04 05:39:33,2026-05-08 00:00:00,20.4,1.1,True,Kakinada APMC,Saharanpur,Uttar Pradesh
TRP008827,MANDI023,Export-Terminal,13/08/2026 14:02,2026-08-14T13:14:44,23.2,1117.6,km,,DRV369,1117.6,2026-08-13 14:02:00,2026-08-14 13:14:44,25.8,0.0,False,Panihati APMC,Karnal,Haryana
TRP005996,MANDI014,WH-North,2026-01-30T09:27:51,31/01/2026,22.8,1088.9,km,HR 47 DF 1070,DRV350,1088.9,2026-01-30 09:27:51,2026-01-31 00:00:00,25.2,0.0,False,Bathinda Grain Market,Patiala,Punjab
TRP008371,MANDI029,Export-Terminal,2026-09-09 23:13:52,10/09/2026,12.2,575.7,km,HR 62 DF 3508,DRV162,575.7,2026-09-09 23:13:52,2026-10-09 00:00:00,13.8,0.0,False,Asansol Grain Market,Sirsa,Haryana
TRP003728,MANDI042,WH-North,04-16-2026 10:53 PM,2026-04-17 13:17:21,14.4,705.6,km,UP 38 AB 7137,,705.6,2026-04-16 22:53:00,2026-04-17 13:17:21,16.7,0.0,False,Erode Mandi,Fatehabad,Haryana
TRP007354,MANDI020,WH-South,01-10-2026 05:16 PM,11-Jan-2026 07:58:55,14.7,703.9 KM,,HR 19 CD 5935,DRV552,250.0,2026-01-10 17:16:00,2026-01-11 07:58:55,6.6,8.1,True,Kadapa Mandi,Ferozepur,Punjab
TRP006280,MANDI034,WH-West,12-Apr-2026 23:39:54,04-13-2026 08:27 PM,20.8,1092.0,km,UP 28 AB 9114,DRV309,1092.0,2026-04-12 23:39:54,2026-04-13 20:27:00,25.3,0.0,False,Ludhiana Grain Market,Ambala,Haryana
TRP009303,MANDI015,WH-West,04-06-2026 05:33 AM,06/04/2026,9.9,514.0,km,DL 93 DF 1766,DRV982,514.0,2026-04-06 05:33:00,2026-06-04 00:00:00,12.4,0.0,False,Amravati Grain Market,Bathinda,Punjab
TRP007296,MANDI052,Export-Terminal,06/07/2026 04:16,07-06-2026 10:04 AM,5.8,186.90839680000002,miles,DL 72 DF 8527,DRV639,300.8,2026-06-07 04:16:00,2026-07-06 10:04:00,7.7,0.0,False,Kakinada APMC,Saharanpur,Uttar Pradesh
TRP006252,MANDI003,WH-East,2026-02-09T16:09:45,2026-02-10 14:27:45,22.3,1012.5,km,PB 30 CD 3030,DRV157,1012.5,2026-02-09 16:09:45,2026-02-10 14:27:45,23.5,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP005927,MANDI012,WH-North,09/07/2026 04:25,2026-07-10T02:37:20,22.2,923.1,km,HR 76 BC 3302,DRV116,923.1,2026-09-07 04:25:00,2026-07-10 02:37:20,21.5,0.7,False,Gaya Grain Market,Patiala,Punjab
TRP002461,MANDI051,WH-Central,2026-02-13 09:52:58,14-Feb-2026 05:46:58,19.9,826.7,km,PB41 DF 5106,DRV993,826.7,2026-02-13 09:52:58,2026-02-14 05:46:58,19.4,0.5,False,Gulbarga Market,Saharanpur,Uttar Pradesh
TRP000023,MANDI022,Export-Terminal,28/08/2026 17:59,2026-08-29T06:47:30,12.8,625.9,km,RJ 72 AB 3993,DRV798,625.9,2026-08-28 17:59:00,2026-08-29 06:47:30,14.9,0.0,False,Eluru APMC,Karnal,Haryana
TRP002067,MANDI022,WH-East,17/03/2026 15:12,18-Mar-2026 03:24:54,12.2,669.7,km,,DRV174,669.7,2026-03-17 15:12:00,2026-03-18 03:24:54,15.9,0.0,False,Eluru APMC,Karnal,Haryana
TRP001654,MANDI036,WH-Central,24-Feb-2026 05:26:40,24-Feb-2026 20:20:40,14.9,645.6,km,UP 99 AB 3674,DRV348,645.6,2026-02-24 05:26:40,2026-02-24 20:20:40,15.3,0.0,False,Mysore Grain Market,Kurukshetra,Haryana
TRP001377,MANDI010,WH-Central,2026-07-06T09:31:28,,21.6,665.1776555,miles,PB 62 DF 6339,DRV731,1070.5,2026-07-06 09:31:28,,24.8,0.0,False,Dhule APMC,Jalandhar,Punjab
TRP001725,MANDI051,WH-West,2026-08-05T18:36:46,06-Aug-2026 17:48:46,23.2,1233.4,km,PB 53 DF 6801,DRV657,1233.4,2026-08-05 18:36:46,2026-08-06 17:48:46,28.4,0.0,False,Gulbarga Market,Saharanpur,Uttar Pradesh
TRP003755,MANDI015,Export-Terminal,24/07/2026 19:10,,11.2,484.9,km,,DRV313,484.9,2026-07-24 19:10:00,,11.8,0.0,False,Amravati Grain Market,Bathinda,Punjab
TRP004184,MANDI032,WH-Central,2026-05-27T08:05:20,27/05/2026,15.1,604.3,km,RJ 21 CD 9681,,604.3,2026-05-27 08:05:20,2026-05-27 00:00:00,14.4,0.7,False,Chapra Grain Market,Ambala,Haryana
TRP004083,MANDI024,Export-Terminal,30-Mar-2026 21:46:39,2026-03-31 03:10:39,5.4,300.5 KM,,HR 66 CD 9016,,250.0,2026-03-30 21:46:39,2026-03-31 03:10:39,6.6,0.0,False,Jaipur Mandi,Karnal,Haryana
TRP006580,MANDI031,Export-Terminal,01-30-2026 04:27 AM,30/01/2026 18:09,13.7,754.1 KM,,UP 87 DF 9518,DRV270,250.0,2026-01-30 04:27:00,2026-01-30 18:09:00,6.6,7.1,True,Nangloi Jat Mandi,Sirsa,Haryana
TRP004559,MANDI034,WH-South,07/05/2026 14:54,08/05/2026 09:12,18.3,1051.6,km,,DRV404,1051.6,2026-07-05 14:54:00,2026-08-05 09:12:00,24.4,0.0,False,Ludhiana Grain Market,Ambala,Haryana
TRP003538,MANDI053,Export-Terminal,02-10-2026 10:09 PM,2026-02-11T13:57:48,15.8,550.9696657000001,miles,DL 60 AB 2259,,886.7,2026-02-10 22:09:00,2026-02-11 13:57:48,20.7,0.0,False,Panihati Market,Saharanpur,Uttar Pradesh
TRP007004,MANDI057,Export-Terminal,2026-09-07 14:49:38,2026-09-07T22:13:38,7.4,419.2,km,UP 69 BC 3291,DRV446,419.2,2026-09-07 14:49:38,2026-09-07 22:13:38,10.3,0.0,False,Gorakhpur APMC,Bareilly,Uttar Pradesh
TRP009848,MANDI007,WH-West,06/07/2026 08:04,06/07/2026 23:46,15.7,896.7,km,PB76 BC 5585,DRV639,896.7,2026-06-07 08:04:00,2026-06-07 23:46:00,20.9,0.0,False,Nashik Mandi,Amritsar,Punjab
TRP000647,MANDI037,WH-South,2026-08-13 22:11:14,14/08/2026 18:59,20.8,1232.2,km,RJ 21 CD 8257,DRV284,1232.2,2026-08-13 22:11:14,2026-08-14 18:59:00,28.4,0.0,False,Jorhat Grain Market,Kurukshetra,Haryana
TRP006382,MANDI047,WH-North,27-Jan-2026 17:47:43,01-28-2026 07:17 AM,13.5,463.0456692,miles,HR 53 AB 1547,DRV407,745.2,2026-01-27 17:47:43,2026-01-28 07:17:00,17.6,0.0,False,Orai Market,Muzaffarnagar,Uttar Pradesh
TRP007528,MANDI027,WH-East,01/09/2026 12:35,02-Sep-2026 12:23:51,23.8,1363.1,km,UP 46 DF 8518,DRV207,1363.1,2026-01-09 12:35:00,2026-09-02 12:23:51,31.3,0.0,False,Kochi APMC,Hisar,Haryana
TRP003146,MANDI036,WH-East,2026-06-11T07:40:10,06-12-2026 12:46 AM,17.1,720.1,km,UP 74 CD 9506,DRV272,720.1,2026-06-11 07:40:10,2026-06-12 00:46:00,17.0,0.1,False,Mysore Grain Market,Kurukshetra,Haryana
TRP007166,MANDI018,WH-East,20/04/2026 11:17,20-Apr-2026 13:35:26,2.3,92.3,km,DL 45 AB 4525,,92.3,2026-04-20 11:17:00,2026-04-20 13:35:26,3.1,0.0,False,Jaunpur Mandi,Moga,Punjab
TRP009330,MANDI008,WH-West,2026-08-01T18:16:26,,4.0,223.8,km,,DRV841,223.8,2026-08-01 18:16:26,,6.0,0.0,False,Bijapur Market,Amritsar,Punjab
TRP007698,MANDI012,WH-South,2026-04-30T15:31:34,30/04/2026 22:25,6.9,310.5,km,PB28 BC 2783,DRV925,310.5,2026-04-30 15:31:34,2026-04-30 22:25:00,7.9,0.0,False,Gaya Grain Market,Patiala,Punjab
TRP009782,MANDI028,WH-East,2026-03-21T11:05:48,2026-03-22 02:11:48,15.1,681.1,km,UP 78 BC 7812,DRV428,681.1,2026-03-21 11:05:48,2026-03-22 02:11:48,16.1,0.0,False,Machilipatnam APMC,Hisar,Haryana
TRP004876,MANDI056,WH-North,02-Aug-2026 19:26:50,02/08/2026,4.0,181.2,km,HR 58 DF 5348,,181.2,2026-08-02 19:26:50,2026-02-08 00:00:00,5.0,0.0,False,Bilaspur Mandi,Bareilly,Uttar Pradesh
TRP008941,MANDI013,WH-West,08/07/2026,2026-07-08 20:24:07,17.0,781.7,km,PB 31 BC 2250,DRV220,781.7,2026-08-07 00:00:00,2026-07-08 20:24:07,18.4,0.0,False,Aurangabad Market,Patiala,Punjab
TRP005342,MANDI032,WH-East,07/09/2026,08/09/2026 01:50,3.6,155.6 KM,,DL80 BC 4618,DRV704,250.0,2026-07-09 00:00:00,2026-08-09 01:50:00,6.6,0.0,False,Chapra Grain Market,Ambala,Haryana
TRP007032,MANDI020,WH-East,28/02/2026 22:35,01/03/2026,16.4,505.85813110000004,miles,,DRV189,814.1,2026-02-28 22:35:00,2026-01-03 00:00:00,19.1,0.0,False,Kadapa Mandi,Ferozepur,Punjab
TRP002161,MANDI017,WH-South,12/06/2026 12:07,13-Jun-2026 03:37:04,15.5,826.5 KM,,HR 76 DF 1079,DRV331,250.0,2026-12-06 12:07:00,2026-06-13 03:37:04,6.6,8.9,True,Parbhani Market,Patiala,Punjab
TRP000686,MANDI016,WH-South,03-Apr-2026 14:46:20,04/04/2026,18.0,646.1015658,miles,HR 14 CD 8036,,1039.8,2026-04-03 14:46:20,2026-04-04 00:00:00,24.1,0.0,False,Kulti APMC,Bathinda,Punjab
TRP002462,MANDI030,WH-South,05-03-2026 03:19 PM,05-03-2026 09:25 PM,6.1,362.3,km,PB 17 AB 3344,DRV382,362.3,2026-05-03 15:19:00,2026-05-03 21:25:00,9.1,0.0,False,Patiala APMC,Sirsa,Haryana
TRP007129,MANDI046,Export-Terminal,02/05/2026,2026-05-03 05:52:48,6.3,356.3,km,,DRV443,356.3,2026-02-05 00:00:00,2026-05-03 05:52:48,8.9,0.0,False,Baranagar Market,Muzaffarnagar,Uttar Pradesh
TRP006268,MANDI011,WH-North,2026-04-26T21:00:24,27/04/2026 09:36,12.6,460.43591100000003,miles,UP 46 AB 6544,DRV373,741.0,2026-04-26 21:00:24,2026-04-27 09:36:00,17.5,0.0,False,Arrah Mandi,Patiala,Punjab
TRP004942,MANDI011,WH-North,2026-02-12 21:24:21,13/02/2026 19:24,22.0,1144.6,km,HR 29 CD 9363,DRV122,1144.6,2026-02-12 21:24:21,2026-02-13 19:24:00,26.4,0.0,False,Arrah Mandi,Patiala,Punjab
TRP005947,MANDI016,WH-Central,2026-01-22 03:45:00,,11.7,580.8,km,UP 68 DF 2788,DRV300,580.8,2026-01-22 03:45:00,,13.9,0.0,False,Kulti APMC,Bathinda,Punjab
TRP004584,MANDI053,WH-West,27-Apr-2026 14:06:52,2026-04-27 17:06:52,3.0,134.7,km,RJ 43 DF 7922,DRV123,134.7,2026-04-27 14:06:52,2026-04-27 17:06:52,4.0,0.0,False,Panihati Market,Saharanpur,Uttar Pradesh
TRP005785,MANDI043,Export-Terminal,04-15-2026 04:55 PM,,5.4,275.4,km,PB43 DF 3005,,275.4,2026-04-15 16:55:00,,7.1,0.0,False,Danapur Mandi,Agra,Uttar Pradesh
TRP007570,MANDI015,WH-South,03-06-2026 05:51 AM,,17.3,750.6,km,RJ 52 BC 4049,DRV673,750.6,2026-03-06 05:51:00,,17.7,0.0,False,Amravati Grain Market,Bathinda,Punjab
TRP000522,MANDI053,WH-South,16-Jul-2026 20:02:03,17/07/2026 06:56,10.9,474.3 KM,,DL 23 DF 9228,,250.0,2026-07-16 20:02:03,2026-07-17 06:56:00,6.6,4.3,True,Panihati Market,Saharanpur,Uttar Pradesh
TRP003984,MANDI021,WH-East,17/04/2026,,9.7,244.26094010000003,miles,RJ 70 BC 3537,DRV935,393.1,2026-04-17 00:00:00,,9.7,0.0,False,Guna Mandi,Ferozepur,Punjab
TRP009943,MANDI032,WH-Central,14/08/2026,2026-08-15 01:42:05,25.7,488.5,km,RJ 78 CD 3659,DRV679,488.5,2026-08-14 00:00:00,2026-08-15 01:42:05,11.9,13.8,True,Chapra Grain Market,Ambala,Haryana
TRP000781,MANDI013,Export-Terminal,2026-08-15 20:07:14,16-Aug-2026 07:25:14,11.3,310.7476371,miles,DL 55 BC 1482,DRV909,500.1,2026-08-15 20:07:14,2026-08-16 07:25:14,12.1,0.0,False,Aurangabad Market,Patiala,Punjab
TRP008564,MANDI056,WH-West,05-30-2026 04:30 PM,05-31-2026 03:12 AM,10.7,610.2,km,,DRV363,610.2,2026-05-30 16:30:00,2026-05-31 03:12:00,14.6,0.0,False,Bilaspur Mandi,Bareilly,Uttar Pradesh
TRP005608,MANDI032,WH-North,21-Feb-2026 10:26:44,2026-02-21T20:26:44,10.0,511.2 KM,,DL 88 AB 1727,DRV275,250.0,2026-02-21 10:26:44,2026-02-21 20:26:44,6.6,3.4,True,Chapra Grain Market,Ambala,Haryana
TRP005979,MANDI038,WH-South,27/07/2026,28/07/2026 00:18,8.6,396.4 KM,,UP 97 BC 9560,DRV500,250.0,2026-07-27 00:00:00,2026-07-28 00:18:00,6.6,2.0,True,Jalandhar Mandi,Kurukshetra,Haryana
TRP003748,MANDI006,Export-Terminal,2026-02-20 16:03:23,21-Feb-2026 13:27:23,21.4,901.6,km,PB 54 CD 5053,DRV716,901.6,2026-02-20 16:03:23,2026-02-21 13:27:23,21.0,0.4,False,Kochi Mandi,Amritsar,Punjab
TRP002197,MANDI033,Export-Terminal,21/05/2026,05-21-2026 04:48 PM,11.9,656.6,km,,DRV866,656.6,2026-05-21 00:00:00,2026-05-21 16:48:00,15.6,0.0,False,South Dumdum Grain Market,Ambala,Haryana
TRP005267,MANDI011,WH-Central,04-16-2026 01:01 PM,04-16-2026 03:43 PM,2.7,141.6,km,DL 27 CD 4962,,141.6,2026-04-16 13:01:00,2026-04-16 15:43:00,4.1,0.0,False,Arrah Mandi,Patiala,Punjab
TRP004286,MANDI052,WH-South,08/07/2026,09/07/2026 11:24,15.8,746.0,km,RJ 54 CD 1824,DRV687,746.0,2026-08-07 00:00:00,2026-09-07 11:24:00,17.6,0.0,False,Kakinada APMC,Saharanpur,Uttar Pradesh
TRP006980,MANDI002,WH-South,09/08/2026 23:36,,20.7,683.5081,miles,HR 50 DF 7280,DRV804,1100.0,2026-09-08 23:36:00,,25.4,0.0,False,Solapur Mandi,Ludhiana,Punjab
TRP001828,MANDI054,Export-Terminal,2026-07-28 20:25:41,29/07/2026 10:01,13.6,717.2,km,DL 21 DF 5088,DRV180,717.2,2026-07-28 20:25:41,2026-07-29 10:01:00,16.9,0.0,False,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
TRP001189,MANDI005,WH-East,26/03/2026 03:56,26-Mar-2026 14:50:44,10.9,487.0,km,RJ 93 DF 9913,DRV138,487.0,2026-03-26 03:56:00,2026-03-26 14:50:44,11.8,0.0,False,Bhilwara Grain Market,Amritsar,Punjab
TRP002377,MANDI049,WH-South,21/07/2026 02:27,21/07/2026,26.9,1068.4,km,UP 24 AB 5000,DRV169,1068.4,2026-07-21 02:27:00,2026-07-21 00:00:00,24.7,2.2,True,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
TRP003840,MANDI004,Export-Terminal,28/03/2026,28-Mar-2026 17:54:05,17.9,192.0,km,UP47 AB 6192,,192.0,2026-03-28 00:00:00,2026-03-28 17:54:05,5.3,12.6,True,Khandwa Grain Market,Ludhiana,Punjab
TRP001247,MANDI028,WH-North,2026-01-03 21:20:09,04/01/2026 19:44,22.4,1264.7,km,PB41 DF 3429,DRV864,1264.7,2026-01-03 21:20:09,2026-04-01 19:44:00,29.1,0.0,False,Machilipatnam APMC,Hisar,Haryana
TRP007505,MANDI033,Export-Terminal,26/08/2026 07:58,26/08/2026,6.3,223.6314229,miles,RJ 57 DF 9819,DRV201,359.9,2026-08-26 07:58:00,2026-08-26 00:00:00,9.0,0.0,False,South Dumdum Grain Market,Ambala,Haryana
TRP006512,MANDI021,WH-North,11/03/2026,11/03/2026,14.0,724.0,km,PB 46 BC 8311,,724.0,2026-11-03 00:00:00,2026-11-03 00:00:00,17.1,0.0,False,Guna Mandi,Ferozepur,Punjab
TRP005440,MANDI028,WH-South,2026-07-10T02:29:59,10/07/2026 12:53,10.4,546.6,km,UP 67 DF 9359,DRV159,546.6,2026-07-10 02:29:59,2026-10-07 12:53:00,13.1,0.0,False,Machilipatnam APMC,Hisar,Haryana
TRP009614,MANDI038,WH-South,08/08/2026 17:16,2026-08-08 19:52:32,2.6,147.0,km,HR 27 BC 3593,DRV739,147.0,2026-08-08 17:16:00,2026-08-08 19:52:32,4.3,0.0,False,Jalandhar Mandi,Kurukshetra,Haryana
TRP005511,MANDI037,WH-South,04-03-2026 01:35 PM,03-Apr-2026 22:35:03,9.0,537.0,km,PB 72 CD 1182,DRV669,537.0,2026-04-03 13:35:00,2026-04-03 22:35:03,12.9,0.0,False,Jorhat Grain Market,Kurukshetra,Haryana
TRP005331,MANDI043,WH-West,2026-01-21 19:19:38,2026-01-22 11:19:38,16.0,876.6,km,PB 95 DF 7510,DRV278,876.6,2026-01-21 19:19:38,2026-01-22 11:19:38,20.5,0.0,False,Danapur Mandi,Agra,Uttar Pradesh
TRP004532,MANDI009,WH-South,2026-02-08T16:51:51,08-Feb-2026 20:51:51,4.0,218.4,km,HR 71 BC 8270,DRV489,218.4,2026-02-08 16:51:51,2026-02-08 20:51:51,5.9,0.0,False,Jamshedpur APMC,Jalandhar,Punjab
TRP000366,MANDI046,Export-Terminal,2026-08-04 19:00:13,,21.7,1149.1,km,,DRV774,1149.1,2026-08-04 19:00:13,,26.5,0.0,False,Baranagar Market,Muzaffarnagar,Uttar Pradesh
TRP003313,MANDI003,WH-North,05-11-2026 05:26 PM,2026-05-12 15:38:53,22.2,750.1812083,miles,,DRV403,1207.3,2026-05-11 17:26:00,2026-05-12 15:38:53,27.8,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP000148,MANDI037,Export-Terminal,10/02/2026 15:33,11-Feb-2026 06:09:16,14.6,489.7646222,miles,UP68 BC 9093,DRV261,788.2,2026-10-02 15:33:00,2026-02-11 06:09:16,18.5,0.0,False,Jorhat Grain Market,Kurukshetra,Haryana
TRP001669,MANDI021,WH-Central,2026-04-23T15:46:47,23/04/2026,4.2,227.5,km,PB 53 DF 3715,DRV633,227.5,2026-04-23 15:46:47,2026-04-23 00:00:00,6.1,0.0,False,Guna Mandi,Ferozepur,Punjab
TRP009202,MANDI039,WH-South,2026-07-11 23:38:28,,5.0,252.8,km,DL 96 DF 4204,DRV987,252.8,2026-07-11 23:38:28,,6.6,0.0,False,Anand Grain Market,Kurukshetra,Haryana
TRP007651,MANDI023,WH-West,22-Apr-2026 05:02:07,22/04/2026 07:38,2.6,118.6 KM,,DL 43 CD 4471,DRV947,250.0,2026-04-22 05:02:07,2026-04-22 07:38:00,6.6,0.0,False,Panihati APMC,Karnal,Haryana
TRP007789,MANDI045,WH-North,2026-03-24T00:41:38,2026-03-24 16:41:38,16.0,938.3,km,UP 92 AB 6289,DRV971,938.3,2026-03-24 00:41:38,2026-03-24 16:41:38,21.9,0.0,False,Farrukhabad Mandi,Meerut,Uttar Pradesh
TRP003457,MANDI055,WH-North,21/08/2026 19:39,2026-08-22T14:15:29,18.6,623.235113,miles,RJ75 DF 7177,DRV136,1003.0,2026-08-21 19:39:00,2026-08-22 14:15:29,23.3,0.0,False,Chandigarh APMC,Bareilly,Uttar Pradesh
TRP003272,MANDI043,WH-South,09/01/2026 04:06,2026-01-09 16:30:23,12.4,420.85457829999996,miles,RJ 44 BC 2002,DRV816,677.3,2026-09-01 04:06:00,2026-01-09 16:30:23,16.1,0.0,False,Danapur Mandi,Agra,Uttar Pradesh
TRP004941,MANDI024,WH-North,18/01/2026 07:26,2026-01-19 04:56:31,21.5,1098.1 KM,,,DRV951,250.0,2026-01-18 07:26:00,2026-01-19 04:56:31,6.6,14.9,True,Jaipur Mandi,Karnal,Haryana
TRP006231,MANDI020,WH-North,08/06/2026 22:07,09-Jun-2026 20:55:42,22.8,1291.3,km,,,1291.3,2026-08-06 22:07:00,2026-06-09 20:55:42,29.7,0.0,False,Kadapa Mandi,Ferozepur,Punjab
TRP009265,MANDI031,WH-Central,2026-04-05T09:47:48,2026-04-05 21:35:48,11.8,498.8 KM,,,DRV205,250.0,2026-04-05 09:47:48,2026-04-05 21:35:48,6.6,5.2,True,Nangloi Jat Mandi,Sirsa,Haryana
TRP008450,MANDI053,Export-Terminal,05-Aug-2026 12:55:42,08-06-2026 08:37 AM,19.7,869.3,km,DL 10 AB 7087,DRV696,869.3,2026-08-05 12:55:42,2026-08-06 08:37:00,20.3,0.0,False,Panihati Market,Saharanpur,Uttar Pradesh
TRP003927,MANDI044,Export-Terminal,30-Aug-2026 13:39:37,30/08/2026 16:09,2.5,111.5,km,DL 53 CD 4188,,111.5,2026-08-30 13:39:37,2026-08-30 16:09:00,3.5,0.0,False,Dehri Mandi,Agra,Uttar Pradesh
TRP008889,MANDI048,WH-Central,2026-02-04 21:57:27,,14.8,761.6,km,UP 63 DF 4402,DRV734,761.6,2026-02-04 21:57:27,,17.9,0.0,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
TRP008081,MANDI027,WH-South,2026-01-08 15:54:55,09-Jan-2026 15:30:55,23.6,1413.5,km,DL 84 BC 6541,DRV278,1413.5,2026-01-08 15:54:55,2026-01-09 15:30:55,32.4,0.0,False,Kochi APMC,Hisar,Haryana
